iter	MAE
627	0.1402253664
628	0.1401929858
629	0.1400067747
630	0.1398361312
631	0.1395707367
632	0.1395693906
633	0.139414277
634	0.1394055628
635	0.1392179498
636	0.1392173693
637	0.1391715903
638	0.1391437753
639	0.1391379315
640	0.1391314722
641	0.1389878999
642	0.1388515063
643	0.1387219503
644	0.1387163964
645	0.1387153503
646	0.1387070895
647	0.1386048339
648	0.1385997665
649	0.1385957364
650	0.1384927793
651	0.1383930146
652	0.1383887335
653	0.1383854219
654	0.1382892107
655	0.1381794159
656	0.1380751109
657	0.1379760226
658	0.137850164
659	0.1377227363
660	0.1376436282
661	0.1376390404
662	0.1376347028
663	0.1376345078
664	0.1375567472
665	0.1375561364
666	0.1375482898
667	0.1375434341
668	0.1375430107
669	0.137539871
670	0.1374119996
671	0.1373403237
672	0.137335137
673	0.1373319277
674	0.1373318636
675	0.1373289255
676	0.1373284194
677	0.1373281553
678	0.1373276337
679	0.1373273682
680	0.1372551728
681	0.1372524053
682	0.1372474433
683	0.1371834116
684	0.1371225814
685	0.1370647927
686	0.1370098935
687	0.1369577408
688	0.136901018
689	0.136894282
690	0.136842603
691	0.1367405976
692	0.1367331107
693	0.1365868731
694	0.1364479571
695	0.1363159868
696	0.1361906151
697	0.1360715023
698	0.1359583907
699	0.1358758304
700	0.1358745332
701	0.1358710914
702	0.1358105275
703	0.1357864041
704	0.1357634875
705	0.1357398135
706	0.1356369415
707	0.1356059059
708	0.1355718053
709	0.1355394097
710	0.1355086344
711	0.135400818
712	0.1352984705
713	0.1352965972
714	0.1352532618
715	0.1352108446
716	0.1350399058
717	0.1349989826
718	0.1348955956
719	0.1348505725
720	0.1348142887
721	0.1347798191
722	0.1347470742
723	0.1346972359
724	0.1346704851
725	0.1346246203
726	0.1345810375
727	0.1345396339
728	0.1345003004
729	0.1344629337
730	0.1344274352
731	0.1343937117
732	0.1343616746
733	0.1343299567
734	0.1342998248
735	0.1342703556
736	0.1342421775
737	0.1342114865
738	0.1341790372
739	0.1340274326
740	0.1339802837
741	0.133957004
742	0.1339394668
743	0.1338769332
744	0.1338175272
745	0.1337791113
746	0.133721344
747	0.1336664651
748	0.1336143301
749	0.1335648019
750	0.1335177501
751	0.1334730509
752	0.1334305866
753	0.1333902456
754	0.1333519216
755	0.1333155138
756	0.1332809269
757	0.1332591859
758	0.1332263781
759	0.1331952106
760	0.1331656016
761	0.1331374733
762	0.1330600992
763	0.1330343055
764	0.1330162672
765	0.132999131
766	0.1329063024
767	0.1328181151
768	0.1327343372
769	0.1326547482
770	0.1325791387
771	0.1325073097
772	0.1324923644
773	0.132424128
774	0.1323593034
775	0.13229772
776	0.1322392157
777	0.1321836367
778	0.1321308367
779	0.1320806766
780	0.1320330245
781	0.1319877551
782	0.1319447491
783	0.1319038934
784	0.1318650805
785	0.1318282083
786	0.1317931796
787	0.1317599024
788	0.1317282895
789	0.1317131437
790	0.1316831197
791	0.131654597
792	0.1316411276
793	0.1316140315
794	0.1316012362
795	0.1315890806
796	0.1315633401
797	0.131551793
798	0.1315408245
799	0.1315185241
