iter	Passed	Remaining
455	661	3187
456	662	3185
457	663	3182
458	665	3181
459	666	3178
460	667	3176
461	668	3172
462	669	3169
463	670	3165
464	672	3164
465	673	3163
466	674	3161
467	676	3158
468	677	3157
469	679	3156
470	680	3154
471	681	3150
472	682	3147
473	683	3144
474	684	3141
475	686	3139
476	687	3139
477	689	3139
478	691	3139
479	692	3137
480	694	3135
481	695	3133
482	696	3131
483	697	3129
484	699	3126
485	700	3123
486	701	3120
487	702	3118
488	703	3116
489	705	3113
490	706	3110
491	707	3107
492	708	3104
493	709	3101
494	710	3098
495	711	3095
496	712	3093
497	713	3090
498	714	3087
499	715	3084
500	716	3080
501	718	3077
502	719	3076
503	720	3073
504	721	3070
505	722	3067
506	723	3064
507	724	3061
508	725	3058
509	727	3056
510	728	3053
511	729	3051
512	730	3049
513	732	3047
514	733	3045
515	734	3044
516	735	3041
517	736	3038
518	737	3035
519	739	3033
520	740	3031
521	741	3029
522	742	3026
523	744	3024
524	745	3021
525	746	3020
526	747	3017
527	749	3017
528	751	3016
529	752	3014
530	753	3011
531	754	3008
532	755	3006
533	756	3003
534	757	3001
535	758	2998
536	760	2996
537	761	2994
538	762	2991
539	763	2989
540	764	2986
541	766	2985
542	767	2983
543	768	2982
544	770	2980
545	771	2978
546	772	2976
547	773	2973
548	774	2971
549	775	2968
550	777	2965
551	778	2964
552	779	2962
553	781	2960
554	782	2959
555	783	2957
556	784	2955
557	786	2953
558	787	2951
559	788	2948
560	789	2945
561	790	2943
562	791	2941
563	793	2939
564	794	2936
565	795	2934
566	796	2933
567	798	2930
568	799	2928
569	800	2925
570	801	2923
571	802	2921
572	803	2919
573	804	2916
574	805	2913
575	807	2911
576	808	2909
577	809	2907
578	810	2904
579	811	2902
580	813	2901
581	814	2899
582	815	2897
583	816	2895
584	818	2893
585	819	2892
586	820	2890
587	822	2889
588	823	2887
589	824	2884
590	825	2882
591	826	2879
592	827	2877
593	829	2875
594	830	2873
595	831	2871
596	832	2869
597	834	2867
598	835	2865
599	836	2862
600	837	2860
601	838	2857
602	839	2854
603	840	2852
604	841	2849
605	842	2847
606	843	2844
607	844	2842
608	845	2840
609	847	2838
610	848	2837
611	849	2835
612	851	2833
613	852	2831
614	853	2828
615	854	2827
616	855	2825
617	857	2823
618	858	2821
619	859	2819
620	860	2817
621	862	2816
622	863	2815
623	864	2814
624	866	2812
625	867	2810
626	868	2807
627	869	2805
628	870	2803
629	872	2801
630	873	2799
631	874	2797
632	875	2795
633	876	2794
634	878	2792
635	879	2791
636	881	2790
637	882	2788
638	883	2786
639	884	2784
640	886	2782
641	887	2781
642	888	2778
643	889	2776
644	890	2775
645	892	2773
646	893	2771
647	894	2769
648	895	2767
649	896	2765
650	898	2763
651	899	2762
652	900	2760
653	901	2757
654	902	2755
655	903	2752
656	904	2750
657	906	2749
658	907	2747
659	908	2745
660	910	2744
661	911	2742
662	912	2740
663	914	2739
664	915	2737
665	916	2735
666	918	2735
667	919	2733
668	920	2732
669	922	2730
670	923	2729
671	924	2728
672	926	2726
673	927	2724
674	928	2721
675	929	2719
676	930	2718
677	932	2717
678	933	2715
679	934	2713
680	936	2711
681	937	2710
682	939	2710
683	940	2709
684	941	2707
685	943	2705
686	944	2703
687	945	2702
688	947	2701
689	948	2699
690	949	2697
691	950	2695
692	952	2694
693	953	2693
694	954	2691
695	956	2689
696	957	2687
697	958	2686
698	959	2684
699	961	2683
700	962	2682
701	964	2681
702	965	2679
703	966	2678
704	968	2677
705	969	2675
706	970	2673
707	971	2671
708	973	2670
709	974	2667
710	975	2666
711	976	2663
712	977	2661
713	978	2659
714	979	2657
715	981	2655
716	982	2653
717	983	2652
718	984	2650
719	986	2648
720	987	2646
721	988	2644
722	989	2642
723	990	2640
724	991	2638
725	992	2636
726	993	2634
727	995	2632
728	996	2630
729	997	2628
730	998	2627
731	1000	2626
732	1001	2624
733	1003	2623
734	1004	2622
735	1005	2619
736	1006	2617
737	1007	2615
738	1008	2614
739	1010	2612
740	1011	2610
741	1012	2608
742	1013	2606
743	1015	2605
744	1016	2604
745	1017	2602
746	1018	2600
747	1019	2598
748	1021	2597
749	1022	2595
750	1023	2593
751	1024	2591
752	1026	2590
753	1027	2588
754	1028	2586
755	1029	2585
756	1031	2584
757	1032	2582
758	1033	2580
759	1034	2578
760	1035	2576
761	1036	2574
762	1037	2572
763	1038	2570
764	1040	2568
765	1041	2567
766	1043	2566
767	1044	2564
768	1045	2562
769	1047	2563
770	1053	2572
771	1055	2573
772	1057	2573
773	1062	2580
774	1065	2583
775	1067	2582
776	1068	2581
777	1069	2579
778	1071	2578
779	1072	2577
780	1074	2576
781	1076	2576
782	1078	2577
783	1080	2576
784	1081	2575
785	1083	2573
786	1084	2573
787	1087	2574
788	1088	2573
789	1090	2572
790	1091	2570
791	1092	2569
792	1094	2567
793	1095	2566
794	1097	2566
795	1099	2566
796	1101	2565
797	1103	2565
798	1104	2563
799	1105	2561
800	1106	2559
801	1107	2558
802	1109	2557
803	1110	2555
804	1112	2554
805	1113	2552
806	1114	2550
807	1115	2549
808	1117	2547
809	1118	2545
810	1119	2544
811	1120	2542
812	1122	2541
813	1123	2539
814	1124	2538
815	1125	2535
816	1126	2533
817	1127	2531
818	1128	2529
819	1130	2527
820	1131	2525
821	1132	2523
822	1133	2520
823	1134	2518
824	1135	2516
825	1136	2514
826	1137	2512
827	1138	2510
828	1139	2508
829	1140	2506
830	1141	2504
831	1142	2502
832	1143	2500
833	1144	2498
834	1145	2496
835	1146	2494
836	1147	2491
837	1148	2489
838	1149	2487
839	1150	2485
840	1151	2483
841	1152	2481
842	1154	2480
843	1155	2478
844	1157	2478
845	1159	2477
846	1160	2475
847	1161	2473
848	1163	2472
849	1164	2471
850	1165	2469
851	1167	2468
852	1168	2466
853	1169	2464
854	1170	2463
855	1171	2461
856	1172	2459
857	1174	2458
858	1175	2456
859	1176	2454
860	1177	2453
861	1179	2451
862	1180	2449
863	1181	2448
864	1182	2446
865	1184	2444
866	1185	2443
867	1186	2441
868	1187	2439
869	1189	2438
870	1190	2437
871	1191	2435
872	1192	2433
873	1193	2431
874	1194	2428
875	1195	2426
876	1196	2424
877	1197	2423
878	1199	2421
879	1200	2419
880	1202	2419
881	1203	2417
882	1204	2415
883	1205	2414
884	1206	2411
885	1207	2410
886	1209	2408
887	1210	2406
888	1211	2405
889	1212	2403
890	1213	2402
891	1214	2399
892	1216	2398
893	1217	2397
894	1219	2396
895	1220	2395
896	1222	2393
897	1223	2391
898	1224	2390
899	1225	2388
900	1226	2386
901	1227	2384
902	1228	2382
903	1230	2381
904	1231	2380
905	1232	2378
906	1234	2376
907	1235	2374
908	1236	2372
909	1237	2370
910	1238	2369
911	1239	2367
912	1240	2365
913	1241	2363
914	1242	2360
915	1243	2358
916	1244	2356
917	1245	2354
918	1246	2352
919	1247	2351
920	1248	2349
921	1249	2347
922	1251	2346
923	1252	2345
924	1253	2343
925	1254	2341
926	1255	2339
927	1257	2338
928	1258	2336
929	1259	2334
930	1260	2332
931	1261	2330
932	1262	2328
933	1264	2327
934	1265	2326
935	1266	2324
936	1267	2323
937	1268	2321
938	1270	2320
939	1271	2318
940	1272	2316
941	1273	2314
942	1274	2312
943	1275	2311
944	1276	2309
945	1277	2307
946	1279	2305
947	1280	2304
948	1281	2302
949	1282	2300
950	1283	2298
951	1284	2296
952	1285	2295
953	1287	2293
954	1288	2292
955	1289	2290
956	1290	2288
957	1291	2287
958	1293	2285
959	1294	2283
960	1295	2282
961	1296	2280
962	1297	2278
963	1298	2277
964	1300	2275
965	1301	2274
966	1302	2272
967	1303	2270
968	1304	2269
969	1306	2267
970	1307	2265
971	1308	2264
972	1309	2262
973	1310	2261
974	1312	2259
975	1313	2257
976	1314	2256
977	1315	2254
978	1316	2252
979	1317	2251
980	1319	2249
981	1320	2248
982	1321	2247
983	1323	2245
984	1324	2243
985	1325	2242
986	1326	2240
987	1327	2238
988	1328	2236
989	1329	2235
990	1331	2233
991	1332	2232
992	1333	2231
993	1335	2230
994	1336	2228
995	1338	2227
996	1339	2226
997	1340	2224
998	1342	2223
999	1343	2221
1000	1344	2220
1001	1345	2218
1002	1346	2216
1003	1347	2215
1004	1348	2213
1005	1349	2211
1006	1350	2209
1007	1351	2207
1008	1352	2205
1009	1353	2203
1010	1354	2201
1011	1355	2199
1012	1357	2198
1013	1358	2196
1014	1359	2195
1015	1360	2193
1016	1361	2191
1017	1362	2189
1018	1363	2188
1019	1364	2186
1020	1365	2184
1021	1366	2182
1022	1367	2181
1023	1369	2179
1024	1370	2177
1025	1371	2175
1026	1372	2173
1027	1373	2172
1028	1375	2171
1029	1376	2169
1030	1377	2168
1031	1378	2166
1032	1379	2165
1033	1381	2164
1034	1382	2162
1035	1383	2160
1036	1384	2159
1037	1386	2157
1038	1387	2156
1039	1388	2155
1040	1390	2154
1041	1391	2152
1042	1392	2150
1043	1393	2148
1044	1394	2147
1045	1395	2145
1046	1396	2143
1047	1397	2142
1048	1398	2140
1049	1400	2138
1050	1401	2137
1051	1402	2135
1052	1403	2133
1053	1404	2132
1054	1406	2131
1055	1407	2129
1056	1408	2128
1057	1409	2126
1058	1411	2125
1059	1412	2124
1060	1413	2122
1061	1415	2121
1062	1416	2120
1063	1417	2118
1064	1419	2117
1065	1420	2115
1066	1421	2114
1067	1422	2112
1068	1423	2110
1069	1424	2108
1070	1425	2107
1071	1426	2105
1072	1428	2104
1073	1429	2102
1074	1431	2102
1075	1432	2100
1076	1433	2099
1077	1434	2097
1078	1436	2096
1079	1437	2095
1080	1438	2093
1081	1440	2092
1082	1441	2090
1083	1442	2088
1084	1443	2087
1085	1444	2086
1086	1445	2084
1087	1446	2082
1088	1448	2080
1089	1449	2079
1090	1450	2078
1091	1452	2077
1092	1453	2076
1093	1454	2074
1094	1456	2073
1095	1457	2071
1096	1458	2069
1097	1459	2067
1098	1460	2065
1099	1461	2064
1100	1462	2062
1101	1463	2060
1102	1464	2058
1103	1465	2057
1104	1466	2055
1105	1468	2054
1106	1469	2053
1107	1470	2051
1108	1471	2050
1109	1472	2048
1110	1474	2047
1111	1475	2045
1112	1476	2043
1113	1477	2042
1114	1478	2040
1115	1479	2038
1116	1480	2037
1117	1481	2035
1118	1483	2034
1119	1484	2033
1120	1485	2031
1121	1487	2030
1122	1488	2028
1123	1489	2027
1124	1490	2025
1125	1491	2024
1126	1492	2022
1127	1494	2021
1128	1495	2019
1129	1496	2017
1130	1497	2016
1131	1498	2015
1132	1500	2013
1133	1501	2012
1134	1502	2010
1135	1503	2009
1136	1504	2007
1137	1506	2006
1138	1507	2004
1139	1508	2003
1140	1509	2002
1141	1511	2001
1142	1512	1999
1143	1513	1998
1144	1515	1996
1145	1516	1995
1146	1517	1993
1147	1518	1992
1148	1519	1990
1149	1520	1988
1150	1521	1987
1151	1523	1985
1152	1524	1984
1153	1525	1982
1154	1526	1981
1155	1528	1980
1156	1529	1979
1157	1530	1977
1158	1531	1975
1159	1532	1974
1160	1533	1972
1161	1534	1970
1162	1536	1969
1163	1537	1967
1164	1538	1966
1165	1539	1964
1166	1540	1963
1167	1541	1961
1168	1543	1960
1169	1544	1959
1170	1546	1958
1171	1547	1956
1172	1548	1955
1173	1549	1953
1174	1551	1952
1175	1552	1950
1176	1553	1949
1177	1554	1948
1178	1555	1946
1179	1557	1944
1180	1558	1943
1181	1559	1942
1182	1561	1941
1183	1562	1940
1184	1563	1938
1185	1564	1936
1186	1565	1935
1187	1566	1933
1188	1567	1931
1189	1569	1930
1190	1570	1929
1191	1572	1928
1192	1573	1926
1193	1574	1925
1194	1576	1924
1195	1577	1922
1196	1578	1920
1197	1579	1919
1198	1580	1917
1199	1581	1916
1200	1582	1914
1201	1583	1913
1202	1585	1912
1203	1586	1910
1204	1588	1909
1205	1589	1908
1206	1590	1906
1207	1591	1905
1208	1593	1904
1209	1594	1902
1210	1596	1901
1211	1597	1900
1212	1598	1898
1213	1599	1897
1214	1601	1896
1215	1602	1894
1216	1603	1893
1217	1604	1891
1218	1605	1890
1219	1607	1889
1220	1608	1887
1221	1609	1886
1222	1610	1884
1223	1611	1882
1224	1612	1881
1225	1613	1879
1226	1614	1878
1227	1616	1876
1228	1617	1875
1229	1618	1874
1230	1620	1872
1231	1621	1872
1232	1623	1870
1233	1624	1869
1234	1625	1867
1235	1626	1866
1236	1627	1864
1237	1628	1863
1238	1629	1861
1239	1631	1860
1240	1632	1858
1241	1633	1857
1242	1634	1855
1243	1635	1854
1244	1637	1852
1245	1638	1851
1246	1639	1850
1247	1640	1848
1248	1642	1847
1249	1643	1845
1250	1644	1844
1251	1646	1843
1252	1647	1842
1253	1648	1840
1254	1650	1839
1255	1651	1837
1256	1652	1836
1257	1653	1835
1258	1655	1833
1259	1656	1832
1260	1657	1830
1261	1658	1829
1262	1659	1827
1263	1660	1826
1264	1661	1824
1265	1663	1823
1266	1664	1822
1267	1665	1820
1268	1667	1819
1269	1668	1818
1270	1669	1816
1271	1671	1815
1272	1672	1814
1273	1674	1813
1274	1675	1812
1275	1676	1810
1276	1677	1809
1277	1679	1808
1278	1680	1806
1279	1681	1805
1280	1683	1804
1281	1684	1802
1282	1685	1801
1283	1686	1799
1284	1687	1798
1285	1689	1796
1286	1690	1795
1287	1691	1794
1288	1692	1792
1289	1694	1791
1290	1695	1790
1291	1696	1788
1292	1697	1787
1293	1698	1785
1294	1700	1784
1295	1701	1782
1296	1702	1781
1297	1704	1780
1298	1705	1778
1299	1706	1777
1300	1708	1776
1301	1709	1774
1302	1710	1773
1303	1711	1771
1304	1712	1770
1305	1713	1768
1306	1714	1767
1307	1716	1766
1308	1717	1765
1309	1719	1763
1310	1720	1762
1311	1721	1760
1312	1722	1759
1313	1723	1757
1314	1724	1756
1315	1725	1754
1316	1727	1753
1317	1728	1751
1318	1729	1750
1319	1730	1748
1320	1731	1747
1321	1732	1745
1322	1733	1744
1323	1735	1742
1324	1736	1741
1325	1737	1740
1326	1738	1738
1327	1740	1737
1328	1741	1735
1329	1742	1734
1330	1743	1732
1331	1744	1731
1332	1745	1729
1333	1746	1728
1334	1747	1726
1335	1749	1725
1336	1750	1724
1337	1752	1723
1338	1753	1722
1339	1754	1720
1340	1756	1719
1341	1757	1718
1342	1758	1716
1343	1759	1715
1344	1761	1713
1345	1762	1712
1346	1763	1711
1347	1764	1709
1348	1766	1708
1349	1767	1707
1350	1768	1705
1351	1769	1704
1352	1771	1703
1353	1772	1701
1354	1773	1700
1355	1775	1699
1356	1776	1697
1357	1777	1696
1358	1778	1694
1359	1779	1693
1360	1780	1691
1361	1781	1690
1362	1782	1688
1363	1783	1687
1364	1785	1685
1365	1786	1684
1366	1787	1682
1367	1787	1680
1368	1789	1679
1369	1790	1677
1370	1791	1676
1371	1792	1674
1372	1793	1673
1373	1795	1672
1374	1796	1671
1375	1798	1670
1376	1799	1669
1377	1801	1668
1378	1802	1666
1379	1803	1665
1380	1804	1663
1381	1805	1662
1382	1806	1660
1383	1807	1659
1384	1809	1657
1385	1810	1656
1386	1811	1654
1387	1812	1653
1388	1813	1651
1389	1814	1650
1390	1815	1648
1391	1816	1646
1392	1817	1645
1393	1818	1643
1394	1819	1642
1395	1820	1640
1396	1821	1639
1397	1822	1637
1398	1823	1636
1399	1825	1634
1400	1826	1633
1401	1827	1631
1402	1828	1630
1403	1829	1629
1404	1831	1627
1405	1832	1626
1406	1833	1624
1407	1834	1623
1408	1835	1622
1409	1836	1620
1410	1838	1619
1411	1839	1618
1412	1840	1616
1413	1842	1615
1414	1843	1614
1415	1845	1613
1416	1846	1611
1417	1847	1610
1418	1848	1608
1419	1849	1607
1420	1850	1605
1421	1851	1604
1422	1852	1602
1423	1854	1601
1424	1855	1600
1425	1856	1598
1426	1858	1597
1427	1859	1596
1428	1860	1595
1429	1861	1593
1430	1863	1592
1431	1864	1590
1432	1865	1589
1433	1866	1588
1434	1867	1586
1435	1868	1585
1436	1870	1583
1437	1871	1582
1438	1873	1581
1439	1874	1580
1440	1875	1578
1441	1876	1577
1442	1878	1576
1443	1879	1574
1444	1880	1573
1445	1881	1572
1446	1883	1570
1447	1884	1569
1448	1885	1568
1449	1886	1566
1450	1888	1565
1451	1889	1563
1452	1890	1562
1453	1891	1560
1454	1892	1559
1455	1893	1557
1456	1894	1556
1457	1896	1555
1458	1897	1553
1459	1898	1552
1460	1899	1550
1461	1900	1549
1462	1901	1548
1463	1903	1546
1464	1904	1545
1465	1905	1544
1466	1907	1543
1467	1908	1541
1468	1909	1540
1469	1910	1538
1470	1911	1537
1471	1912	1535
1472	1913	1534
1473	1915	1533
1474	1916	1531
1475	1917	1530
1476	1919	1529
1477	1920	1528
1478	1921	1526
1479	1923	1525
1480	1924	1524
1481	1925	1522
1482	1926	1521
1483	1928	1520
1484	1929	1518
1485	1930	1517
1486	1931	1516
1487	1933	1514
1488	1934	1513
1489	1935	1512
1490	1936	1510
1491	1937	1509
1492	1939	1507
1493	1940	1506
1494	1941	1505
1495	1942	1503
1496	1944	1502
1497	1945	1501
1498	1946	1499
1499	1947	1498
1500	1948	1497
1501	1950	1496
1502	1952	1495
1503	1953	1493
1504	1955	1492
1505	1956	1491
1506	1957	1490
1507	1958	1488
1508	1959	1487
1509	1960	1485
1510	1962	1484
1511	1963	1483
1512	1965	1481
1513	1966	1480
1514	1968	1479
1515	1969	1478
1516	1971	1477
1517	1972	1476
1518	1973	1474
1519	1974	1473
1520	1975	1471
1521	1977	1470
1522	1978	1469
1523	1979	1467
1524	1980	1466
1525	1982	1465
1526	1983	1463
1527	1984	1462
1528	1986	1461
1529	1987	1459
1530	1988	1458
1531	1989	1457
1532	1990	1455
1533	1991	1454
1534	1992	1452
1535	1994	1451
1536	1995	1450
1537	1996	1448
1538	1998	1447
1539	1999	1446
1540	2000	1445
1541	2001	1443
1542	2003	1442
1543	2004	1441
1544	2005	1439
1545	2006	1438
1546	2008	1437
1547	2009	1435
1548	2010	1434
1549	2012	1433
1550	2013	1432
1551	2014	1430
1552	2016	1429
1553	2017	1427
1554	2018	1426
1555	2019	1425
1556	2021	1423
1557	2022	1422
1558	2023	1421
1559	2025	1420
1560	2026	1418
1561	2027	1417
1562	2029	1416
1563	2030	1415
1564	2031	1413
1565	2033	1412
1566	2034	1411
1567	2035	1409
1568	2037	1408
1569	2038	1407
1570	2040	1406
1571	2041	1405
1572	2042	1403
1573	2043	1402
1574	2045	1401
1575	2046	1400
1576	2048	1398
1577	2049	1397
1578	2050	1396
1579	2051	1394
1580	2053	1393
1581	2054	1392
1582	2055	1390
1583	2057	1389
1584	2058	1388
1585	2060	1387
1586	2061	1385
1587	2062	1384
1588	2063	1383
1589	2064	1381
1590	2065	1380
1591	2066	1378
1592	2067	1377
1593	2068	1375
1594	2069	1374
1595	2070	1372
1596	2072	1371
1597	2073	1370
1598	2075	1369
1599	2076	1367
1600	2077	1366
1601	2078	1365
1602	2080	1363
1603	2081	1362
1604	2082	1361
1605	2084	1360
1606	2085	1358
1607	2086	1357
1608	2087	1355
1609	2088	1354
1610	2090	1353
1611	2091	1351
1612	2092	1350
1613	2094	1349
1614	2095	1348
1615	2096	1346
1616	2098	1345
1617	2099	1344
1618	2100	1343
1619	2101	1341
1620	2102	1340
1621	2104	1338
1622	2105	1337
1623	2107	1336
1624	2108	1335
1625	2109	1333
1626	2110	1332
1627	2112	1331
1628	2113	1330
1629	2115	1328
1630	2116	1327
1631	2117	1326
1632	2118	1324
1633	2119	1323
1634	2121	1322
1635	2122	1320
1636	2124	1319
1637	2125	1318
1638	2126	1317
1639	2128	1315
1640	2129	1314
1641	2130	1312
1642	2131	1311
1643	2132	1310
1644	2134	1308
1645	2135	1307
1646	2136	1306
1647	2137	1304
1648	2139	1304
1649	2140	1302
1650	2142	1301
1651	2143	1300
1652	2144	1298
1653	2146	1297
1654	2147	1296
1655	2148	1294
1656	2149	1293
1657	2150	1292
1658	2152	1290
1659	2153	1289
1660	2155	1288
1661	2156	1286
1662	2157	1285
1663	2158	1284
1664	2159	1282
1665	2160	1281
1666	2162	1280
1667	2163	1278
1668	2165	1277
1669	2166	1276
1670	2168	1275
1671	2170	1274
1672	2171	1273
1673	2173	1272
1674	2174	1271
1675	2175	1269
1676	2177	1268
