iter	RMSE
190	0.2641589798
191	0.2637423707
192	0.2631527396
193	0.2629611228
194	0.2627203018
195	0.2623716185
196	0.2620684886
197	0.2618376967
198	0.26156743
199	0.2611220553
200	0.2608138087
201	0.2606820232
202	0.2604701774
203	0.2601004556
204	0.2599717391
205	0.2594677088
206	0.259163203
207	0.2584829611
208	0.2579871052
209	0.2578678191
210	0.2575073902
211	0.2573098848
212	0.2569425006
213	0.2565831526
214	0.256147388
215	0.2560532754
216	0.2555822414
217	0.2552300482
218	0.2549272051
219	0.2546097388
220	0.2540262535
221	0.2537441208
222	0.2533998285
223	0.2530606842
224	0.252548018
225	0.2521186419
226	0.2517252285
227	0.2513182851
228	0.2512229361
229	0.2509876169
230	0.2508024407
231	0.2503476625
232	0.2500134127
233	0.2497719656
234	0.2494518091
235	0.2492063427
236	0.2487142952
237	0.2485067016
238	0.2481541211
239	0.2477837345
240	0.2475395834
241	0.2472282269
242	0.2466473162
243	0.246276811
244	0.245896771
245	0.2454546302
246	0.2447931188
247	0.244383296
248	0.2439756475
249	0.2436670124
250	0.2433770099
251	0.2429077148
252	0.2424029189
253	0.2419745428
254	0.2415718405
255	0.2412348875
256	0.2407452432
257	0.2402857627
258	0.2398642984
259	0.2393924683
260	0.2390999201
261	0.2388022333
262	0.2386711436
263	0.2380963119
264	0.2375719867
265	0.23705305
266	0.2364267989
267	0.2359195171
268	0.2354904408
269	0.2351787179
270	0.2348111067
271	0.2344176536
272	0.2339980618
273	0.2335795772
274	0.2334030857
275	0.2329315398
276	0.2326043159
277	0.2324338303
278	0.2319407312
279	0.2314966723
280	0.2311109315
281	0.2307581016
282	0.2303838605
283	0.2300986268
284	0.2297770911
285	0.2293653116
286	0.2290627988
287	0.2285101747
288	0.2280097467
289	0.2276028169
290	0.2274398219
291	0.2271815886
292	0.2269667998
293	0.2267413097
294	0.2262360201
295	0.2259815212
296	0.2259419487
297	0.2256479033
298	0.2253826627
299	0.2250967453
300	0.2248655527
301	0.2243418606
302	0.2241673158
303	0.2239472046
304	0.2236076868
305	0.2230452717
306	0.2228326143
307	0.2223876574
308	0.2220335619
309	0.2215998087
310	0.2211752719
311	0.2209271933
312	0.220757206
313	0.2205579126
314	0.2203779919
315	0.22008183
316	0.2198189182
317	0.219582923
318	0.2194054414
319	0.2193721142
320	0.2189447888
321	0.2185393509
322	0.2182710418
323	0.218103785
324	0.2176850731
325	0.2173432884
326	0.2173101603
327	0.2170601404
328	0.2168450995
329	0.2163627149
330	0.2160929314
331	0.215933362
332	0.2155734001
333	0.2152120742
334	0.2150024517
335	0.2146571919
336	0.2146250597
337	0.2145003581
338	0.2143445432
339	0.2141610857
340	0.2137875216
341	0.213644246
342	0.2134985868
343	0.2133581092
344	0.2133040233
345	0.2129508017
346	0.2127654531
347	0.2125071142
348	0.212403479
349	0.2119936374
350	0.21152646
351	0.2114983605
352	0.2114714665
353	0.2111331943
354	0.2111027213
355	0.2106987622
356	0.210590133
357	0.2104564829
358	0.2101506099
359	0.2100416548
360	0.2100017611
361	0.2097059611
362	0.2095581914
363	0.209513958
364	0.2091573015
365	0.2087461157
366	0.2086208138
367	0.2081723258
368	0.20814704
369	0.2078528332
370	0.2075793342
371	0.2072433992
372	0.2071176448
373	0.2067763042
374	0.2065612162
375	0.2064437177
376	0.2063990397
377	0.2062356761
378	0.2061369238
379	0.2057730023
380	0.2057427443
381	0.2057191955
382	0.2054296487
383	0.2052859323
384	0.2050057297
385	0.204691562
386	0.2045978936
387	0.2044934518
388	0.20437231
389	0.2041254706
390	0.2037874543
391	0.2034967759
392	0.2034627952
393	0.2031187543
394	0.2030963099
395	0.203074147
396	0.203051856
397	0.2030290778
398	0.2030076998
399	0.2027441249
400	0.20272306
401	0.2026905904
402	0.2026676825
403	0.202602156
404	0.2024920173
405	0.2023684196
406	0.2020521028
407	0.2019430118
408	0.2018534137
409	0.2017745859
410	0.2016641227
411	0.201344743
412	0.2012870248
413	0.2011864519
414	0.2010594942
415	0.2010389966
416	0.2009655217
417	0.2008174397
418	0.2007420871
419	0.2006717817
420	0.2006359136
421	0.2005070471
422	0.2004193327
423	0.200345972
424	0.2002383853
425	0.1999442477
426	0.199929087
427	0.1999122454
428	0.1998345557
429	0.1998208887
430	0.1997301132
431	0.1996660372
432	0.199546383
433	0.1992339608
434	0.1991485053
435	0.198778205
436	0.1987607659
437	0.1985633874
438	0.1982151742
439	0.1980787363
440	0.1980442025
441	0.1980199534
442	0.1978971537
443	0.1978701707
444	0.1975754208
445	0.1975601749
446	0.1974860163
447	0.1973781865
448	0.1970352236
449	0.1969458663
450	0.1969150587
451	0.1966002704
452	0.1962545119
453	0.1962046004
454	0.1961710763
455	0.1958596295
456	0.1956469281
457	0.1956328982
458	0.195618527
459	0.1955117765
460	0.1953269706
461	0.1953005809
462	0.1950157394
463	0.1949136166
464	0.1946713266
465	0.1946010149
466	0.1945234568
467	0.1945086722
468	0.1944955941
469	0.1943977969
470	0.1941920248
471	0.1939692502
472	0.1937306869
473	0.1937178648
474	0.1934957396
475	0.1932330744
476	0.1930253419
477	0.1929196311
478	0.1926671943
479	0.1926529266
480	0.1923498422
481	0.1921612176
482	0.1919423573
483	0.1916277597
484	0.1915408244
485	0.1914396165
486	0.1914256104
487	0.1912562271
488	0.191079816
489	0.1910673179
490	0.1908822967
491	0.1906393082
492	0.1906265586
493	0.1904973113
494	0.1902565822
495	0.1902423529
496	0.1900011995
497	0.1896137993
498	0.1894602701
499	0.1894276442
500	0.1892817882
501	0.1891747092
502	0.1890826075
503	0.1889026375
504	0.1886778715
505	0.1883507118
506	0.1883388094
507	0.1882457417
508	0.1880110451
509	0.1878586274
510	0.1876587274
511	0.1874615541
512	0.1874135347
513	0.1872399617
514	0.1869801607
515	0.1868196277
516	0.1865257473
517	0.1864173538
518	0.1862243118
519	0.1862014189
520	0.1859870709
521	0.1857990985
522	0.18563121
523	0.1854566242
524	0.1853061485
525	0.1852929258
526	0.1852321186
527	0.1850225223
528	0.1848509182
529	0.1846581851
530	0.1845799961
531	0.1843834428
532	0.1843701312
533	0.1842858699
534	0.184043154
535	0.1839136475
536	0.1838338012
537	0.1836849951
538	0.1835657466
539	0.1835169978
540	0.1833787274
541	0.1831644596
542	0.1831533075
543	0.182913981
544	0.1828332815
545	0.1826912983
546	0.182680175
547	0.1825991246
548	0.1825705792
549	0.1824143488
550	0.1823494768
551	0.1822664195
552	0.1822251091
553	0.1820365654
554	0.181892074
555	0.1816169062
556	0.1815137809
557	0.1815030884
558	0.1814370168
559	0.1811661606
560	0.1809303101
561	0.1807172458
562	0.1806409233
563	0.1803580904
564	0.1803475941
565	0.1803370001
566	0.1802705019
567	0.1800103604
568	0.1799321921
569	0.1797788596
570	0.1795775306
571	0.1793437859
572	0.1793284918
573	0.1792389446
574	0.1790397046
575	0.1789420525
576	0.1789305517
577	0.1787335797
578	0.178565193
579	0.1783966402
580	0.1782366525
581	0.1779491115
582	0.1778106602
583	0.177643742
584	0.1775524119
585	0.1773681403
586	0.1772434281
587	0.1770664575
588	0.1770537107
589	0.1770417419
590	0.1769707743
591	0.1768043543
592	0.1767878369
593	0.1767214622
594	0.1766667035
595	0.1765424857
596	0.1764013678
597	0.1761771853
598	0.1759532903
599	0.1759419597
600	0.1758704388
601	0.175716454
602	0.1757061921
603	0.1756255242
604	0.1755586865
605	0.1755119072
606	0.1752982105
607	0.1751038141
608	0.1750397298
609	0.1748905194
610	0.1747312814
611	0.1745693295
612	0.1745579938
613	0.174489951
614	0.1744792687
615	0.1741824294
616	0.1739558412
617	0.1739464201
618	0.1738997718
619	0.1737706329
620	0.1735872302
621	0.173388236
622	0.1733085802
623	0.1729807286
624	0.1729712809
625	0.1728343134
626	0.172811677
627	0.1726792151
628	0.17252064
629	0.1723620169
630	0.1722853453
631	0.1722757558
632	0.172234372
633	0.1722252329
634	0.1720554745
635	0.1719038698
636	0.171758351
637	0.1716992
638	0.171688931
639	0.1715444558
640	0.171429474
641	0.1713218066
642	0.1711977331
643	0.1711246305
644	0.1710222457
645	0.1710145854
646	0.1709436325
647	0.1707863022
648	0.1706468804
649	0.1706327222
650	0.1705741129
651	0.1705116912
652	0.170392731
653	0.1703021928
654	0.1702308344
655	0.1700355743
656	0.1698668511
657	0.1697820146
658	0.1697135986
659	0.1696058951
660	0.1695950771
661	0.1694142575
662	0.1693679839
663	0.1692218561
664	0.1690640428
665	0.168917314
666	0.1689089215
667	0.1688064101
668	0.1686967136
669	0.1685974566
670	0.1684946961
671	0.1683595333
672	0.1681977643
673	0.1680559779
674	0.1679664497
675	0.1679538059
676	0.1677536538
677	0.1675944971
678	0.1674445187
679	0.1673408712
680	0.1671868891
681	0.1671177254
682	0.1670469181
683	0.1668992946
684	0.1668081764
685	0.1666666257
686	0.1665735227
687	0.1665311278
688	0.1664729132
689	0.1663844306
690	0.1663758309
691	0.1662259712
692	0.1662114007
693	0.1662019529
694	0.166136747
695	0.1659811795
696	0.1659709903
697	0.1658268739
698	0.1656694259
699	0.1656490487
700	0.1656416527
701	0.165633893
702	0.1655117758
703	0.1653028562
704	0.1651948021
705	0.1651137204
706	0.1650499123
707	0.1649257197
708	0.1648004973
709	0.1646490029
710	0.1646407463
711	0.1645135678
712	0.1644441642
713	0.1643197999
714	0.1643110108
715	0.1641521176
716	0.163934848
717	0.1637957191
718	0.1636229642
719	0.1635613044
720	0.1634819717
721	0.1633714747
722	0.1633572888
723	0.1633497435
724	0.1632942208
725	0.1632292368
726	0.1631069608
727	0.1630077857
728	0.1628763712
729	0.1628354239
730	0.1627241376
731	0.1626638925
732	0.1626565384
733	0.1624624024
734	0.1623304087
735	0.1621228128
736	0.1620511513
737	0.1619998932
738	0.1619068398
739	0.1617243736
740	0.1616358674
741	0.1615251035
742	0.1614132237
743	0.1612270176
744	0.1611619082
745	0.1611063304
746	0.161055851
747	0.1610476369
748	0.1609670089
749	0.1609096316
750	0.1608484411
751	0.1608007026
752	0.1607228112
753	0.1605721613
754	0.1603716514
755	0.1602969221
756	0.1602384918
757	0.1600962945
758	0.1600179377
759	0.1599489571
760	0.159920616
761	0.1598214594
762	0.1597754701
763	0.1597141021
764	0.1596184993
765	0.1595496917
766	0.1594249537
767	0.1593437943
768	0.159269085
769	0.1591991348
770	0.1591035366
771	0.1589171195
772	0.1589091622
773	0.1588552266
774	0.1587058316
775	0.1585934806
776	0.1584834823
777	0.1584190867
778	0.15833
779	0.158269216
780	0.158262234
781	0.1582538739
782	0.1582065676
783	0.1581413956
784	0.158093277
785	0.1579860241
786	0.1579071237
787	0.1577840863
788	0.1577764123
789	0.1576596625
790	0.1575039621
791	0.1574589834
792	0.1574104907
793	0.1573092925
794	0.157242858
795	0.1571946274
796	0.157080455
797	0.1570214132
798	0.1569668189
799	0.156914755
800	0.156839548
801	0.1567181483
802	0.1567038612
803	0.1565550046
804	0.1564968067
805	0.156434903
806	0.1564281818
807	0.156338717
808	0.1562638708
809	0.1562469849
810	0.1561305909
811	0.1559914768
812	0.1558980722
813	0.1557266493
814	0.1557196817
815	0.1555752501
816	0.1555409945
817	0.1554136079
818	0.1553124766
819	0.1551621555
820	0.1549703645
821	0.1548814347
822	0.1547449387
823	0.1546435034
824	0.1545111166
825	0.1544121515
826	0.1543574045
827	0.1543379873
828	0.1543310781
829	0.15420389
830	0.1541592125
831	0.1539927768
832	0.1538887093
833	0.1538366057
834	0.1537221728
835	0.1536801632
836	0.153624747
837	0.1535810407
838	0.153514546
839	0.1533663516
840	0.153315775
841	0.1531613699
842	0.1531458246
843	0.1531388828
844	0.1530309596
845	0.153007972
846	0.1528942933
847	0.1528317968
848	0.1527429725
849	0.1526687981
850	0.1526057198
851	0.1524803606
852	0.1524105649
853	0.1523261176
854	0.1522579872
855	0.1522521222
856	0.1521115409
857	0.1519133094
858	0.1519074441
859	0.1518307442
860	0.1517609157
861	0.1517135851
862	0.1515887596
863	0.1514178033
864	0.1513030786
865	0.1512740616
866	0.151212387
867	0.1511417058
868	0.1510544064
869	0.1508980427
870	0.1507851661
871	0.1507692332
872	0.1506662238
873	0.1506272332
874	0.1505607431
875	0.150488476
876	0.1503597002
877	0.1503499584
878	0.1503036714
879	0.1501662491
880	0.1500929974
881	0.1500268618
882	0.1498856008
883	0.1498800837
884	0.1497469879
885	0.149703543
886	0.1496978695
887	0.1496527414
888	0.1495090402
889	0.149450933
890	0.1493727108
891	0.1492755814
892	0.1491806176
893	0.149090558
894	0.149023984
895	0.1489391647
896	0.1488591765
897	0.1487776265
898	0.1487019833
899	0.1485752947
900	0.1483868652
901	0.1482990596
902	0.148242783
903	0.148212302
904	0.1481184204
905	0.1479911922
906	0.1479598176
907	0.1479449178
908	0.1478195358
909	0.147713028
910	0.1476652391
911	0.147545758
912	0.1475186968
913	0.1474125025
914	0.1473483762
915	0.147262001
916	0.1471660996
917	0.1471600332
918	0.147107177
919	0.1470507043
920	0.1470243428
921	0.1469160037
922	0.1468489403
923	0.1467724762
924	0.1467005338
925	0.1466532268
926	0.1466015949
927	0.1465587431
928	0.1465135759
929	0.146490909
930	0.1464674753
931	0.146426525
932	0.1463477478
933	0.1462365509
934	0.14616052
935	0.1461307594
936	0.1460819226
937	0.1459934405
938	0.1459372231
939	0.1458564882
940	0.1458170083
941	0.1457968893
942	0.1457110991
943	0.1456598927
944	0.145641456
945	0.1456364613
946	0.1455838143
947	0.1455700258
948	0.1455028509
949	0.1454279857
950	0.1453840325
951	0.1453340402
952	0.1452616813
953	0.145236041
954	0.1452179172
955	0.1451879233
956	0.1451647007
957	0.1451599124
958	0.1450406651
959	0.1450188157
960	0.1449031163
961	0.1448103282
962	0.1447084999
963	0.1445826858
964	0.1445523098
965	0.1445338596
966	0.1445133647
967	0.1444476511
968	0.144395213
969	0.144223125
970	0.1442165763
971	0.1441455458
972	0.1441189136
973	0.144097855
974	0.1440289452
975	0.1439883574
976	0.1439324352
977	0.1438894884
978	0.1438312321
979	0.1437805284
980	0.1436254209
981	0.1436122459
982	0.1434828987
983	0.1434291861
984	0.1434130541
985	0.1433808793
986	0.1432872764
987	0.1431859936
988	0.1431514212
989	0.1430279405
990	0.1430186588
991	0.1429682387
992	0.1429485861
993	0.1429315562
994	0.1428151998
995	0.1427892819
996	0.1426783698
997	0.1426559769
998	0.1426434217
999	0.1425657807
1000	0.142531734
1001	0.1425237687
1002	0.1424432376
1003	0.1423540693
1004	0.1423330887
1005	0.1422613832
1006	0.1422541295
1007	0.1422370295
1008	0.1422199439
1009	0.1421380842
1010	0.1420366537
1011	0.1420143338
1012	0.141988659
1013	0.1419612453
1014	0.1418689201
1015	0.1418091208
1016	0.1417819411
1017	0.1416605373
1018	0.1416433795
1019	0.141590111
1020	0.1414890565
1021	0.1414166047
1022	0.1413179986
1023	0.1412610362
1024	0.141146659
1025	0.1411107456
1026	0.1410916126
1027	0.1410527222
1028	0.1409672899
1029	0.1408258779
1030	0.1408174626
1031	0.1407516165
1032	0.1407119407
1033	0.1407025346
1034	0.1406261884
1035	0.1406055945
1036	0.1405487314
1037	0.1404658222
1038	0.1404403843
1039	0.1403778571
1040	0.1403579031
1041	0.1402376996
1042	0.1401157433
1043	0.1400247333
1044	0.1400104488
1045	0.1399956244
1046	0.1399676717
1047	0.139916007
1048	0.1399108156
1049	0.1398590439
1050	0.1398474487
1051	0.1397487898
1052	0.1397218477
1053	0.1396790709
1054	0.1396647511
1055	0.1396351771
1056	0.1395164041
1057	0.1393976232
1058	0.1393408004
1059	0.1393093928
1060	0.1392895159
1061	0.1391997143
1062	0.139184287
1063	0.1391325421
1064	0.1391197938
1065	0.1391060229
1066	0.1389810674
1067	0.1389754331
1068	0.1388346615
1069	0.1387534861
1070	0.1386707806
1071	0.1386045318
1072	0.1385828081
1073	0.1385534772
1074	0.1384177473
1075	0.138406961
1076	0.1383509478
1077	0.1382922589
1078	0.1382492937
1079	0.1382342018
1080	0.1382305869
1081	0.1381463203
1082	0.1380953321
1083	0.1380575362
1084	0.1379521114
1085	0.1379089068
1086	0.1378057912
1087	0.1376024919
1088	0.1375517943
1089	0.137468559
1090	0.1374325083
1091	0.1373879608
1092	0.1373585096
1093	0.1373156743
1094	0.1372522193
1095	0.1371284378
1096	0.1370647078
1097	0.136990896
1098	0.136917773
1099	0.1368968594
1100	0.1367736687
1101	0.1367390826
1102	0.1367114412
1103	0.1366373734
1104	0.1366299352
1105	0.1366025094
1106	0.1365482323
1107	0.1363928287
1108	0.1363368084
1109	0.1362776626
1110	0.1362249846
1111	0.1361774743
1112	0.1360861042
1113	0.1360493245
1114	0.136013306
1115	0.135904993
1116	0.1357870575
1117	0.1356509675
1118	0.1356219184
1119	0.135557232
1120	0.1354824484
1121	0.1354292619
1122	0.1353844479
1123	0.1353406043
1124	0.1353278731
1125	0.1352297412
1126	0.1351190561
1127	0.1350659397
1128	0.1350378441
1129	0.1349969469
1130	0.1349540037
1131	0.1348264423
1132	0.1348007791
1133	0.1347950486
1134	0.1347100808
1135	0.1347014195
1136	0.1346364145
1137	0.1346027446
1138	0.1345979259
1139	0.1345454742
1140	0.1345063809
1141	0.1343992299
1142	0.1343753522
1143	0.13435052
1144	0.1342691699
1145	0.1342408889
1146	0.134206515
1147	0.1341947061
1148	0.134115556
1149	0.1340441962
1150	0.1339697781
1151	0.1339246433
1152	0.1339207034
1153	0.1338613509
1154	0.1338361991
1155	0.1338320928
1156	0.1338153042
1157	0.1336994069
1158	0.1336040368
1159	0.1334899258
1160	0.1334743196
1161	0.1334132392
1162	0.1333712435
1163	0.1333430883
1164	0.1333392347
1165	0.1333345943
1166	0.133279481
1167	0.1332333086
1168	0.1332215826
1169	0.133180069
1170	0.133113817
1171	0.1331062541
1172	0.1331013535
1173	0.1330374453
1174	0.1330058065
1175	0.1329856561
1176	0.1329824653
1177	0.1329148833
1178	0.1328987819
1179	0.1328039919
1180	0.1327552209
1181	0.1327495673
1182	0.1327223704
1183	0.1327198249
1184	0.1326749319
1185	0.132672344
1186	0.1326479007
1187	0.1326090295
1188	0.1324963058
1189	0.1324891771
1190	0.1324859098
1191	0.1324663629
1192	0.1323004125
1193	0.1322218871
1194	0.1321344895
1195	0.1320685053
1196	0.1320544983
1197	0.1320308323
1198	0.1319571642
1199	0.1319517359
1200	0.1319308873
1201	0.1318123918
1202	0.1317386372
1203	0.1317149954
1204	0.1316444037
1205	0.1316202848
1206	0.1315808736
1207	0.1315127758
1208	0.1314762036
1209	0.1314504955
1210	0.1313392338
1211	0.1313304043
1212	0.1313068239
1213	0.1312399443
1214	0.1311880172
1215	0.1311377995
1216	0.1311198659
1217	0.1310587059
1218	0.13096307
1219	0.1309584853
1220	0.130953416
1221	0.1309260355
1222	0.1308972185
1223	0.130847153
1224	0.1307576675
1225	0.1307241308
1226	0.1306791714
1227	0.1305327693
1228	0.130506975
1229	0.1304511286
1230	0.1303844907
1231	0.1302540133
1232	0.1302189082
1233	0.1302069159
1234	0.1301314674
1235	0.130107444
1236	0.130049436
1237	0.1300235961
1238	0.1299989759
1239	0.129955832
1240	0.1299250866
1241	0.1298496235
1242	0.1298111101
1243	0.1297880847
1244	0.1297482668
1245	0.1296790998
1246	0.1296695252
1247	0.1295663648
1248	0.129516468
1249	0.1294708559
1250	0.1294254448
1251	0.1294126882
1252	0.1293664401
1253	0.1292552612
1254	0.1292526578
1255	0.129233447
1256	0.1291881447
1257	0.1291359823
1258	0.1290875324
1259	0.1290332878
1260	0.1289871987
1261	0.1289791108
1262	0.1289737515
1263	0.128968853
1264	0.1289342777
1265	0.1288791484
1266	0.1288235169
1267	0.1287849701
1268	0.1287401791
1269	0.1287113413
1270	0.1286827455
1271	0.1286665758
1272	0.1286631555
1273	0.1285730984
1274	0.1285492562
1275	0.1284961063
1276	0.1284399791
1277	0.1284117219
1278	0.1283626706
1279	0.1283005394
1280	0.1282564357
1281	0.1282206597
1282	0.1281841545
1283	0.1280987717
1284	0.1280344644
1285	0.1280204043
1286	0.1280022013
1287	0.1279666243
1288	0.1279578679
1289	0.1279350893
1290	0.1278875899
1291	0.1277324466
1292	0.1276938722
1293	0.1275831403
1294	0.1275468701
1295	0.1275143476
1296	0.1274344462
1297	0.1273977626
1298	0.1273523323
1299	0.1273332428
1300	0.1272117031
1301	0.1271711619
1302	0.1271271456
1303	0.1270978943
1304	0.1269857762
1305	0.1269581649
1306	0.1268503549
1307	0.1268058616
1308	0.1267694678
1309	0.1267422184
1310	0.1266825758
1311	0.126673935
1312	0.1266389972
1313	0.1265936752
1314	0.1265829658
1315	0.1265434248
1316	0.1264697787
1317	0.1263709794
1318	0.1263481564
1319	0.1262221514
1320	0.1262167688
1321	0.1261807274
1322	0.1261665711
1323	0.1261632337
1324	0.1261407331
1325	0.1260871434
1326	0.1260591336
1327	0.1260527271
1328	0.1260325911
1329	0.125995512
1330	0.1259861317
1331	0.1259232684
1332	0.1258888374
1333	0.1258765754
1334	0.1258082428
1335	0.1257567505
1336	0.1257354369
1337	0.1257314468
1338	0.1257245806
1339	0.1255985461
1340	0.1255469855
1341	0.1254711521
1342	0.1254205055
1343	0.1253554266
1344	0.1253420753
1345	0.1252977779
1346	0.1252750798
1347	0.1252717349
1348	0.1251741461
1349	0.1251381084
1350	0.1251011339
1351	0.1250407863
1352	0.1250188057
1353	0.1249041177
1354	0.1248959618
1355	0.1248636678
1356	0.1248459588
1357	0.1248266666
1358	0.1247886159
1359	0.1247310034
1360	0.1246342652
1361	0.1245480222
1362	0.1244798649
1363	0.1244101688
1364	0.1243728028
1365	0.1242712842
1366	0.1242235901
1367	0.1241544369
1368	0.12413082
1369	0.12411408
1370	0.1240321623
1371	0.1239861451
1372	0.1238806953
1373	0.1238585747
1374	0.1237931669
1375	0.1237323924
1376	0.1236750644
1377	0.1236682541
1378	0.1236453768
1379	0.123598222
1380	0.1235951224
1381	0.123574681
1382	0.1235458329
1383	0.1234844397
1384	0.1234643353
1385	0.1234317001
1386	0.1233934905
1387	0.1233715033
1388	0.1232820651
1389	0.1232349179
1390	0.1231894507
1391	0.1231638527
1392	0.1230444832
1393	0.1230052235
1394	0.1229461605
1395	0.1229138981
1396	0.1229117508
1397	0.1228788736
1398	0.122857011
1399	0.122835694
1400	0.1228238597
1401	0.1227265888
1402	0.1227227766
1403	0.1226623757
1404	0.1226020506
1405	0.1225996119
1406	0.1225964172
1407	0.1224804537
1408	0.1224337929
1409	0.1224270813
1410	0.1224118971
1411	0.1223390298
1412	0.122336121
1413	0.1222909674
1414	0.1222395634
1415	0.1221609504
1416	0.1221087632
1417	0.1221056048
1418	0.1220634783
1419	0.12203497
1420	0.1220012184
1421	0.1219798168
1422	0.1219764734
1423	0.1219145946
1424	0.1219114677
1425	0.1218539553
1426	0.1217914078
1427	0.1217876604
1428	0.121731495
1429	0.1216467188
1430	0.1216319106
1431	0.1215324258
1432	0.1214449245
1433	0.1213552442
1434	0.1213040926
1435	0.1212985402
1436	0.1212836652
1437	0.1212170637
1438	0.1211974246
1439	0.1210826055
1440	0.1210508092
1441	0.1209620374
1442	0.1209420085
1443	0.1208967427
1444	0.120878442
1445	0.1208123285
1446	0.1207919942
1447	0.1207559805
1448	0.1207299107
1449	0.1206831112
1450	0.1206766067
1451	0.1206423958
1452	0.1206217201
1453	0.1205288522
1454	0.1205163535
1455	0.1204969789
1456	0.1204296681
1457	0.1202936268
1458	0.1202004762
1459	0.1201609055
1460	0.1201388545
1461	0.1201098891
1462	0.1200727233
1463	0.1200073787
1464	0.1199851421
1465	0.1199452089
1466	0.1198996979
1467	0.1198612421
1468	0.1197834551
1469	0.1197754078
1470	0.119743445
1471	0.1197251868
1472	0.1196639094
1473	0.1196266295
1474	0.1195698105
1475	0.1195275956
1476	0.1195065202
1477	0.1194806539
1478	0.1194327431
1479	0.1193606885
1480	0.1193509043
1481	0.1192908377
1482	0.1192880111
1483	0.1192580336
1484	0.1192026024
1485	0.119182298
1486	0.1191790823
1487	0.1191261583
1488	0.1191007158
1489	0.119023576
1490	0.1189810255
1491	0.1189255065
1492	0.1188943941
1493	0.11885968
1494	0.1188177826
1495	0.1187758403
1496	0.1186558344
1497	0.1186245992
1498	0.1186216073
1499	0.1186136483
1500	0.1186067117
1501	0.1185408295
1502	0.118438619
1503	0.1183946532
1504	0.118364213
1505	0.1183504535
1506	0.1182981072
1507	0.1182291483
1508	0.1181690658
1509	0.1181488447
1510	0.1181461267
1511	0.1181056455
1512	0.1180389228
1513	0.1179893169
